ID_OBS;FECHA;TRMax;TRMin
8221;01/01/2019;15,19;-3,5
8231;01/01/2019;16,89;-3,09
8235;01/01/2019;14,6;-5,3
8261;01/01/2019;16;0,8
8279;01/01/2019;16,89;-2,2
8285;01/01/2019;17,7;5,9
8306;01/01/2019;17,2;0,89
8330;01/01/2019;16,1;-1,29
8348;01/01/2019;16,6;-2,2
8383;01/01/2019;19,5;3,4
8391;01/01/2019;17,79;3,09
8410;01/01/2019;17,5;0,5
8417;01/01/2019;16,1;6,19
8419;01/01/2019;17,79;-4,5
8430;01/01/2019;20,6;-0,1
8451;01/01/2019;18,79;1,1
8452;01/01/2019;18,39;9,89
8482;01/01/2019;19,79;3,5
8487;01/01/2019;17,6;8,3
60015;01/01/2019;19,5;10,39
60020;01/01/2019;24,2;15
8001;02/01/2019;12,3;6
8008;02/01/2019;10,39;1
8015;02/01/2019;10,3;4,69
8023;02/01/2019;9,89;7,59
8025;02/01/2019;8,1;5,69
8032;02/01/2019;5,5;-3,29
8042;02/01/2019;11,8;1,29
8055;02/01/2019;10,3;-3,09
8075;02/01/2019;5,69;-2,5
8085;02/01/2019;5,4;1,5
8091;02/01/2019;11,8;-3,2
8094;02/01/2019;6,19;-2,9
8112;02/01/2019;11,89;0
8117;02/01/2019;10;-2,4
8141;02/01/2019;8,39;-2,79
8148;02/01/2019;15,8;-2,5
8160;02/01/2019;11,89;-0,6
8171;02/01/2019;5,9;0,6
8175;02/01/2019;14,89;-0,4
8181;02/01/2019;13;5,4
8184;02/01/2019;15,89;-1,2
8213;02/01/2019;5,4;-1
8221;02/01/2019;13,5;-4,59
8231;02/01/2019;14,8;-4,3
8233;02/01/2019;10,39;-6,69
8235;02/01/2019;11,5;-6,09
8261;02/01/2019;13,6;2,29
8279;02/01/2019;14,39;-0,89
8285;02/01/2019;19;4,9
8306;02/01/2019;19,2;1,6
8330;02/01/2019;16,1;-1,79
8348;02/01/2019;13,89;-1,5
8383;02/01/2019;17,39;2,2
8391;02/01/2019;17,79;2,09
8410;02/01/2019;16,39;-0,3
8417;02/01/2019;15;6,09
8419;02/01/2019;16,7;-4,69
8430;02/01/2019;21;1,5
8451;02/01/2019;18,7;0,2
8452;02/01/2019;16,39;7,9
8482;02/01/2019;22,39;4,59
8487;02/01/2019;17,79;5,8
60015;02/01/2019;18,2;11
60020;02/01/2019;21,5;15,8
8001;03/01/2019;13,6;4,59
8008;03/01/2019;11,39;-2,7
8015;03/01/2019;8,89;2
8023;03/01/2019;8,8;5,8
8025;03/01/2019;10,1;-0,5
8032;03/01/2019;10,5;-8
8042;03/01/2019;14,6;1,89
8055;03/01/2019;14,39;-2,5
8075;03/01/2019;8,1;-2,7
8085;03/01/2019;12,5;-2,59
8091;03/01/2019;12,89;-3,4
8094;03/01/2019;1,6;-5,8
8112;03/01/2019;10,5;0,89
8117;03/01/2019;6,5;-3,09
8141;03/01/2019;9;-2,9
8148;03/01/2019;13,69;-1,2
8160;03/01/2019;10;-1,39
8171;03/01/2019;3,29;0,69
8175;03/01/2019;13,39;-2,5
8181;03/01/2019;14,19;3,2
8184;03/01/2019;15,1;-1,89
8213;03/01/2019;11;-2,5
8221;03/01/2019;14;-3,4
8231;03/01/2019;13,5;-3,7
8233;03/01/2019;11,69;-7,69
8235;03/01/2019;12,1;-7,09
8261;03/01/2019;13;-1,29
8279;03/01/2019;12,39;-3,29
8285;03/01/2019;16,89;4,4
8306;03/01/2019;12,89;1,79
8330;03/01/2019;13,89;-1
8348;03/01/2019;10,89;-2,79
8383;03/01/2019;17;3
8391;03/01/2019;15,89;4,9
8410;03/01/2019;15,8;-0,3
8417;03/01/2019;13,8;4,19
8419;03/01/2019;15,39;-5,4
8430;03/01/2019;14,69;3,9
8451;03/01/2019;18,5;2,29
8452;03/01/2019;18,79;10,8
8482;03/01/2019;17;5,19
8487;03/01/2019;18,5;8,39
60015;03/01/2019;15,89;10,89
60020;03/01/2019;20,89;15
8001;04/01/2019;14,39;3,29
8008;04/01/2019;7,69;-6,19
8015;04/01/2019;9;-1,2
8023;04/01/2019;9,5;4,3
8025;04/01/2019;10,39;-0,89
8032;04/01/2019;12,1;-8,69
8042;04/01/2019;14,89;1,6
8048;04/01/2019;9,89;-1,5
8055;04/01/2019;14,89;-2,29
8075;04/01/2019;10,19;-5,09
8085;04/01/2019;12,39;-3,09
8091;04/01/2019;10,8;-2,7
8094;04/01/2019;0,4;-5,69
8112;04/01/2019;9,3;-1,2
8117;04/01/2019;5,19;-3,4
8141;04/01/2019;9,39;-5
8148;04/01/2019;17;-4
8160;04/01/2019;5,69;-4,09
8171;04/01/2019;1,2;-1
8175;04/01/2019;13,8;-2,5
8181;04/01/2019;12,89;2,2
8184;04/01/2019;11,89;-3,2
8213;04/01/2019;10,6;-1,1
8221;04/01/2019;14,39;-4
8231;04/01/2019;15,6;-4,5
8233;04/01/2019;12;-7,69
8235;04/01/2019;13,19;-7,5
8261;04/01/2019;12,8;-0,1
8279;04/01/2019;12,89;-1,7
8285;04/01/2019;16,1;4,4
8306;04/01/2019;15,39;-0,1
8330;04/01/2019;14,5;-1
8348;04/01/2019;10,6;-2,4
8383;04/01/2019;16,7;5,19
8391;04/01/2019;17,2;4,59
8410;04/01/2019;15,8;1,1
8417;04/01/2019;12,89;4,5
8419;04/01/2019;14,19;-3,29
8430;04/01/2019;17,1;2,79
8451;04/01/2019;18;1,5
8452;04/01/2019;17,7;10,19
8482;04/01/2019;16,79;7,19
8487;04/01/2019;17,2;8,19
60015;04/01/2019;15,6;9,89
60020;04/01/2019;20,39;15,89
8001;05/01/2019;12,8;3,59
8008;05/01/2019;7,9;-7
8015;05/01/2019;10,69;0,2
8023;05/01/2019;10,5;3,7
8025;05/01/2019;12,1;-2,29
8032;05/01/2019;13,39;-7,5
8042;05/01/2019;13,89;-3,09
8048;05/01/2019;11,1;-3,9
8055;05/01/2019;15,5;-2,29
8075;05/01/2019;11,69;-4,3
8085;05/01/2019;13,19;-2,7
8091;05/01/2019;12,3;-1,7
8094;05/01/2019;7,19;-3,4
8112;05/01/2019;15;-2,09
8117;05/01/2019;7,3;-2,09
8141;05/01/2019;10,19;-5,5
8148;05/01/2019;16,79;-2,4
8160;05/01/2019;15;-4,4
8171;05/01/2019;5,3;-2
8175;05/01/2019;15,8;-2,29
8181;05/01/2019;13,39;3,5
8184;05/01/2019;17;-3,29
8213;05/01/2019;11;-1,39
8221;05/01/2019;13,1;-4,8
8231;05/01/2019;15,6;-4,59
8233;05/01/2019;12,3;-8,1
8235;05/01/2019;13,3;-7,19
8261;05/01/2019;11,6;-1
8279;05/01/2019;13,8;-3
8285;05/01/2019;18,79;5,9
8306;05/01/2019;16,5;-1,6
8330;05/01/2019;14,39;-2,29
8348;05/01/2019;12,8;-4
8383;05/01/2019;17,89;2,79
8391;05/01/2019;17,2;3,4
8410;05/01/2019;16,89;-0,69
8417;05/01/2019;14;3,09
8419;05/01/2019;15,8;-5,9
8430;05/01/2019;18,39;2,29
8451;05/01/2019;17,39;0
8452;05/01/2019;16,29;8,5
8482;05/01/2019;16,89;3,09
8487;05/01/2019;15,89;6,69
60015;05/01/2019;17,7;9,89
60020;05/01/2019;21,7;15
8001;06/01/2019;13,89;3,7
8008;06/01/2019;12,69;-7,19
8015;06/01/2019;9,1;-0,69
8023;06/01/2019;9,69;4,59
8025;06/01/2019;9,5;-1
8032;06/01/2019;13,3;-7,8
8042;06/01/2019;14,6;-1,2
8048;06/01/2019;11,5;-5,3
8055;06/01/2019;15,39;-3,29
8075;06/01/2019;10,6;-4,9
8085;06/01/2019;9,39;0,6
8091;06/01/2019;15,1;-1,6
8094;06/01/2019;10,69;-1,89
8112;06/01/2019;18,2;7,8
8117;06/01/2019;7,9;-0,8
8141;06/01/2019;10,8;-4,9
8148;06/01/2019;14,8;4,19
8160;06/01/2019;13,8;5,19
8171;06/01/2019;6,19;-2,2
8175;06/01/2019;19,39;2,5
8181;06/01/2019;16,79;6,59
8184;06/01/2019;21,79;-1,29
8213;06/01/2019;8,5;-2,5
8221;06/01/2019;15,69;-5,69
8231;06/01/2019;15,69;-1,2
8233;06/01/2019;11,8;-6,9
8235;06/01/2019;11,69;-6,19
8261;06/01/2019;13,6;-2
8279;06/01/2019;14,5;-2,09
8285;06/01/2019;21,1;5,3
8306;06/01/2019;20,2;1,1
8330;06/01/2019;13,1;-2,59
8348;06/01/2019;15,8;-3,7
8383;06/01/2019;18,79;2,09
8391;06/01/2019;18,7;0,5
8410;06/01/2019;16,6;-1,29
8417;06/01/2019;15,89;7,5
8419;06/01/2019;15,8;-6,09
8430;06/01/2019;20,1;2,09
8451;06/01/2019;17,6;-1,5
8452;06/01/2019;17,29;6
8482;06/01/2019;19,79;2,7
8487;06/01/2019;17,39;4,8
60015;06/01/2019;17,7;10,6
60020;06/01/2019;22,7;15,6
8001;07/01/2019;12,19;4,4
8015;07/01/2019;8,1;-1,6
8023;07/01/2019;8,5;6,4
8025;07/01/2019;7,3;5,59
8032;07/01/2019;2,09;-5,5
8042;07/01/2019;13,6;-0,69
8048;07/01/2019;12,19;-4,69
8055;07/01/2019;11,69;-2,9
8075;07/01/2019;3,4;-3,4
8085;07/01/2019;4,3;-0,5
8091;07/01/2019;9,5;-2,79
8094;07/01/2019;8,5;-2,4
8112;07/01/2019;16,1;2,79
8117;07/01/2019;8,5;-1,5
8141;07/01/2019;8,6;-3,9
8148;07/01/2019;13,6;1,7
8160;07/01/2019;9,8;3
8171;07/01/2019;9,5;-3,2
8175;07/01/2019;14,8;0,1
8181;07/01/2019;15,69;6,09
8184;07/01/2019;15,39;-1
8213;07/01/2019;8,6;-2,4
8221;07/01/2019;16;-4,4
8231;07/01/2019;17;-4,19
8233;07/01/2019;9,19;-7,69
8235;07/01/2019;11,1;-7,59
8261;07/01/2019;14,39;-0,1
8279;07/01/2019;14,8;-1,5
8285;07/01/2019;17,5;4,9
8306;07/01/2019;15,5;2,09
8330;07/01/2019;14,3;-3,7
8348;07/01/2019;15;-3,7
8383;07/01/2019;18,1;0,4
8391;07/01/2019;17;1,2
8410;07/01/2019;15,89;-2,09
8417;07/01/2019;14,1;2,79
8419;07/01/2019;15,1;-6,69
8430;07/01/2019;17,6;1,7
8451;07/01/2019;17,29;-1,5
8452;07/01/2019;16,29;6,69
8482;07/01/2019;19,1;3,79
8487;07/01/2019;16,7;7,09
60015;07/01/2019;16,5;11
60020;07/01/2019;21,7;16,1
8001;08/01/2019;12,6;4,69
8015;08/01/2019;9,19;-0,8
8023;08/01/2019;10,19;6,69
8025;08/01/2019;9,89;5,4
8032;08/01/2019;6,59;-5,09
8042;08/01/2019;12,6;0,8
8048;08/01/2019;11,8;-3,09
8055;08/01/2019;11,8;-3,29
8075;08/01/2019;5,59;-0,6
8085;08/01/2019;7,5;2,09
8091;08/01/2019;9,5;-3,9
8094;08/01/2019;9,5;-2,59
8112;08/01/2019;7,3;-0,8
8117;08/01/2019;6,59;-1,29
8141;08/01/2019;9,69;-3,2
8148;08/01/2019;15,6;-2,29
8160;08/01/2019;10,6;3,2
8171;08/01/2019;9,89;-3,79
8175;08/01/2019;13,5;-2,29
8181;08/01/2019;13,3;3,29
8184;08/01/2019;12,5;-2,79
8213;08/01/2019;7,69;-2,59
8221;08/01/2019;14,39;-3,7
8231;08/01/2019;15,39;-4,5
8233;08/01/2019;11,19;-7,9
8235;08/01/2019;12,8;-7,59
8261;08/01/2019;13,8;-0,8
8279;08/01/2019;14,1;-3,7
8285;08/01/2019;17,39;5,59
8306;08/01/2019;15;2,9
8330;08/01/2019;15,39;-2,5
8348;08/01/2019;12,19;-2,9
8383;08/01/2019;18,29;1,29
8391;08/01/2019;17;1,5
8410;08/01/2019;16,6;-1,29
8417;08/01/2019;13,8;3,79
8419;08/01/2019;14,8;-6,09
8430;08/01/2019;16,89;4
8451;08/01/2019;17,1;-1,29
8452;08/01/2019;16,5;7,09
8482;08/01/2019;16,79;4,59
8487;08/01/2019;17,6;6,9
60015;08/01/2019;16,1;10,8
60020;08/01/2019;20,5;15,6
8001;09/01/2019;13,1;7,4
8008;09/01/2019;10,69;1,1
8015;09/01/2019;7,4;2,79
8023;09/01/2019;11,1;7,9
8025;09/01/2019;10,8;7
8032;09/01/2019;6,5;1,79
8042;09/01/2019;11,6;0,8
8048;09/01/2019;13,3;-1,7
8055;09/01/2019;12,6;-1,89
8075;09/01/2019;8,3;1,5
8085;09/01/2019;8,8;2,79
8091;09/01/2019;9,6;-0,1
8094;09/01/2019;11,1;2,7
8112;09/01/2019;13,89;-0,8
8117;09/01/2019;4,59;-6,69
8141;09/01/2019;8,19;-1,29
8148;09/01/2019;9,19;1,2
8160;09/01/2019;12,39;5,8
8171;09/01/2019;15,19;-1,89
8175;09/01/2019;15,8;2,79
8181;09/01/2019;14,89;6,09
8184;09/01/2019;14,6;-2,2
8213;09/01/2019;7,69;-0,6
8221;09/01/2019;14,8;-2,5
8231;09/01/2019;13,6;2,5
8233;09/01/2019;9,8;-1,29
8235;09/01/2019;10,3;0,89
8261;09/01/2019;14,89;0,3
8279;09/01/2019;15,3;-0,69
8285;09/01/2019;20,29;4,9
8306;09/01/2019;15,8;5,4
8330;09/01/2019;16,2;-2,29
8348;09/01/2019;14,3;-2,29
8383;09/01/2019;17,79;1,39
8391;09/01/2019;18,2;0,89
8410;09/01/2019;16,89;-1,39
8417;09/01/2019;14,8;5,59
8419;09/01/2019;17,6;-5,59
8430;09/01/2019;19,6;3,59
8451;09/01/2019;17,39;-0,89
8452;09/01/2019;16;6,9
8482;09/01/2019;21;4,09
8487;09/01/2019;17,2;5,8
60015;09/01/2019;16,6;9,19
60020;09/01/2019;20,29;15,3
8001;10/01/2019;12,1;8,3
8008;10/01/2019;10,19;0,8
8015;10/01/2019;8,6;2,79
8023;10/01/2019;9,69;7,5
8025;10/01/2019;8,5;0,89
8032;10/01/2019;3,2;-0,69
8042;10/01/2019;11,39;1,89
8048;10/01/2019;12,5;-1,7
8075;10/01/2019;3,2;-3,2
8085;10/01/2019;3,79;-1
8091;10/01/2019;5,8;-3,7
8094;10/01/2019;7,3;-1,89
8112;10/01/2019;7,4;-3,09
8117;10/01/2019;-3,09;-9,69
8141;10/01/2019;5,8;-1,7
8148;10/01/2019;4,59;-2,9
8160;10/01/2019;7,5;2,2
8171;10/01/2019;11;-2,9
8175;10/01/2019;12,5;0,69
8181;10/01/2019;12,8;3
8184;10/01/2019;9,5;-3,79
8213;10/01/2019;3,9;-2,5
8221;10/01/2019;10;-2,7
8231;10/01/2019;8,1;-1,79
8233;10/01/2019;3,59;-3,09
8235;10/01/2019;4,4;-4,4
8261;10/01/2019;12,1;0,69
8279;10/01/2019;10,19;-1,79
8285;10/01/2019;15;5
8306;10/01/2019;11,8;2,09
8330;10/01/2019;14,5;-0,2
8348;10/01/2019;10;-2
8383;10/01/2019;16,39;2,29
8391;10/01/2019;16,89;2,4
8410;10/01/2019;15,19;0
8417;10/01/2019;11,6;4,3
8419;10/01/2019;15,6;-4,19
8430;10/01/2019;14,5;3,29
8451;10/01/2019;17,5;1,1
8452;10/01/2019;17,79;8,39
8482;10/01/2019;18,39;10,3
8487;10/01/2019;17,2;6,8
60015;10/01/2019;16,1;8,5
60020;10/01/2019;20,39;13,8
8001;11/01/2019;12,1;7,09
8008;11/01/2019;9,8;-1,1
8015;11/01/2019;7,3;-0,4
8023;11/01/2019;10;5,3
8025;11/01/2019;7,19;0,1
8032;11/01/2019;3,2;-0,69
8042;11/01/2019;11,69;1,39
8048;11/01/2019;12,6;-2,29
8055;11/01/2019;6,8;-5,3
8075;11/01/2019;2,29;-2,9
8085;11/01/2019;6;-1,39
8091;11/01/2019;6,3;-7,09
8094;11/01/2019;8,3;-4,4
8112;11/01/2019;9;-3,09
8117;11/01/2019;-1,39;-10,19
8141;11/01/2019;6;-3
8148;11/01/2019;5,59;-2,9
8160;11/01/2019;8,3;1,5
8171;11/01/2019;8,6;-4,8
8175;11/01/2019;9,89;-2,7
8181;11/01/2019;11,1;1,29
8184;11/01/2019;10,8;-6,19
8213;11/01/2019;4,09;-6,3
8221;11/01/2019;8,6;-4,19
8231;11/01/2019;8,89;-5,8
8233;11/01/2019;4,3;-8,1
8235;11/01/2019;5,19;-9,39
8261;11/01/2019;9,5;-1,2
8279;11/01/2019;8,6;-5,59
8285;11/01/2019;12,69;1,79
8306;11/01/2019;10,6;-1,1
8330;11/01/2019;11,89;-2,09
8348;11/01/2019;7,5;-2
8383;11/01/2019;14,6;3,2
8391;11/01/2019;13,6;1,29
8410;11/01/2019;13;-2,5
8417;11/01/2019;8,39;-1,39
8419;11/01/2019;12,1;-6,09
8430;11/01/2019;13,5;-0,6
8451;11/01/2019;15;-0,1
8452;11/01/2019;14,19;5,09
8482;11/01/2019;14,5;6,3
8487;11/01/2019;15,1;5,5
60015;11/01/2019;16,1;8,8
60020;11/01/2019;20,39;14,5
8001;12/01/2019;11,19;7,3
8008;12/01/2019;10;-2,7
8015;12/01/2019;8,6;3,4
8023;12/01/2019;11;7,19
8025;12/01/2019;9,89;4,19
8032;12/01/2019;6,19;0,89
8042;12/01/2019;10,8;0,4
8048;12/01/2019;12,5;-3,5
8055;12/01/2019;9,69;-4,9
8075;12/01/2019;5,69;0,8
8085;12/01/2019;9,19;1,29
8091;12/01/2019;9,3;-4,69
8094;12/01/2019;10,8;-3,29
8112;12/01/2019;10,89;-1,5
8117;12/01/2019;5,5;-4,69
8141;12/01/2019;8,3;-0,89
8148;12/01/2019;9,19;-0,1
8160;12/01/2019;11,19;4,4
8171;12/01/2019;11,3;-3,9
8175;12/01/2019;13,1;-2,09
8181;12/01/2019;13,69;2,29
8184;12/01/2019;14,1;-4,5
8213;12/01/2019;3,7;-4,59
8221;12/01/2019;11,19;-3,9
8231;12/01/2019;11,8;-4,69
8233;12/01/2019;8,89;-6,5
8235;12/01/2019;8,69;-6,9
8261;12/01/2019;11;-1,79
8279;12/01/2019;11,69;-3,9
8285;12/01/2019;15,39;2,4
8306;12/01/2019;14,5;-1,79
8330;12/01/2019;13,6;-2,79
8348;12/01/2019;10,1;-4,4
8383;12/01/2019;15,69;2
8391;12/01/2019;15,1;4
8410;12/01/2019;14,8;-1,6
8417;12/01/2019;10,5;-0,2
8419;12/01/2019;13,8;-6,9
8430;12/01/2019;15,6;-1,39
8451;12/01/2019;16,7;-1,5
8452;12/01/2019;15,5;6,69
8482;12/01/2019;15,39;5
8487;12/01/2019;15,19;4,8
60015;12/01/2019;15,6;10,8
60020;12/01/2019;20,39;15,69
8001;13/01/2019;12,1;9,1
8008;13/01/2019;11,39;-1,39
8015;13/01/2019;10,6;2,09
8023;13/01/2019;12,39;9
8025;13/01/2019;12,39;6,4
8032;13/01/2019;8,6;-1,1
8042;13/01/2019;12;2,5
8048;13/01/2019;13;-2,4
8055;13/01/2019;8,89;-4,8
8075;13/01/2019;7,4;-2,2
8085;13/01/2019;9,19;5,5
8091;13/01/2019;10;-2,4
8094;13/01/2019;15,19;-0,69
8112;13/01/2019;13,89;-1,29
8117;13/01/2019;7,19;0,3
8141;13/01/2019;9,5;-2
8148;13/01/2019;13;-3
8160;13/01/2019;12,8;6,9
8171;13/01/2019;15;-2,7
8175;13/01/2019;15,5;3
8181;13/01/2019;16;3,29
8184;13/01/2019;15,1;-2,7
8213;13/01/2019;4,8;-2,9
8221;13/01/2019;12,5;-4,69
8231;13/01/2019;13,69;-2,79
8233;13/01/2019;9,5;-7,69
8235;13/01/2019;9,8;-5,59
8261;13/01/2019;13,39;-0,69
8279;13/01/2019;13,1;-2
8285;13/01/2019;17,2;4,09
8306;13/01/2019;15,19;-0,4
8330;13/01/2019;14,69;-3,59
8348;13/01/2019;13,3;-3,9
8383;13/01/2019;18;0,69
8391;13/01/2019;17,39;1
8410;13/01/2019;16,6;-1,89
8417;13/01/2019;13,8;2,4
8419;13/01/2019;14,6;-6
8430;13/01/2019;19,39;0,5
8451;13/01/2019;17,6;-2,29
8452;13/01/2019;16,29;6,59
8482;13/01/2019;17,1;1,89
8487;13/01/2019;16,29;6
60015;13/01/2019;18,7;8,39
60020;13/01/2019;22,89;14,19
8001;14/01/2019;12,89;8,5
8008;14/01/2019;12,8;2,09
8015;14/01/2019;11,6;5,09
8023;14/01/2019;11,1;9,3
8025;14/01/2019;12,5;8,89
8032;14/01/2019;8,6;-2,4
8042;14/01/2019;12,5;4,4
8048;14/01/2019;11,6;0,1
8055;14/01/2019;7,19;-3
8075;14/01/2019;8;-2,4
8085;14/01/2019;10,5;6,5
8091;14/01/2019;14;0
8094;14/01/2019;15,89;4,5
8112;14/01/2019;13,39;2,09
8117;14/01/2019;7,5;-0,6
8141;14/01/2019;7,4;-2,59
8148;14/01/2019;14,69;-2,79
8160;14/01/2019;14;8,3
8171;14/01/2019;16,5;3,4
8175;14/01/2019;17,1;7,69
8181;14/01/2019;16,6;7,9
8184;14/01/2019;15,39;0,1
8213;14/01/2019;11;-1,39
8221;14/01/2019;15,39;-2,9
8231;14/01/2019;17,89;0,69
8233;14/01/2019;10,89;-6
8235;14/01/2019;12,69;-4,3
8261;14/01/2019;14,5;-0,1
8279;14/01/2019;16,7;0,6
8285;14/01/2019;21;6,09
8306;14/01/2019;16,7;4,4
8330;14/01/2019;15,19;-2,7
8348;14/01/2019;16;-2,09
8383;14/01/2019;18,1;0,6
8391;14/01/2019;17,89;1,39
8410;14/01/2019;17,2;-2
8417;14/01/2019;16,79;5,19
8419;14/01/2019;18;-5,5
8430;14/01/2019;22,6;2,9
8451;14/01/2019;17,7;-2,2
8452;14/01/2019;16,2;6,19
8482;14/01/2019;21,89;7
8487;14/01/2019;17,39;5,09
60015;14/01/2019;18,2;10,5
60020;14/01/2019;23;15
8001;15/01/2019;14,3;6,3
8008;15/01/2019;11;-0,69
8015;15/01/2019;10,89;1,2
8023;15/01/2019;11,89;7,5
8025;15/01/2019;13;2,79
8032;15/01/2019;10,6;-4,5
8042;15/01/2019;13,69;3,09
8048;15/01/2019;12,3;-0,3
8055;15/01/2019;13,39;-3
8075;15/01/2019;12;-0,89
8085;15/01/2019;12,5;0,2
8091;15/01/2019;14,69;-3,09
8094;15/01/2019;10,69;0,8
8112;15/01/2019;12,1;1,1
8117;15/01/2019;9,1;-0,4
8141;15/01/2019;7,69;0,1
8148;15/01/2019;15,39;-5,3
8160;15/01/2019;14,19;3,59
8171;15/01/2019;9,19;-0,3
8175;15/01/2019;15,1;1,29
8181;15/01/2019;14,89;5,3
8184;15/01/2019;15,6;-1,6
8213;15/01/2019;11,39;-1
8221;15/01/2019;14,89;-1,79
8231;15/01/2019;15,69;-2,09
8233;15/01/2019;14,69;-6,09
8235;15/01/2019;15,69;-4,8
8261;15/01/2019;14,1;1
8279;15/01/2019;16;-1,89
8285;15/01/2019;17,79;5,19
8306;15/01/2019;16,39;2,2
8330;15/01/2019;14,89;-0,3
8348;15/01/2019;13,1;-1,39
8383;15/01/2019;16,1;1,29
8391;15/01/2019;14,39;2,9
8410;15/01/2019;15,69;0,3
8417;15/01/2019;12,89;4,8
8419;15/01/2019;15,69;-3,5
8430;15/01/2019;17,6;3,29
8451;15/01/2019;18,29;0,89
8452;15/01/2019;17,6;7,8
8482;15/01/2019;16,7;7,59
8487;15/01/2019;19,79;7,9
60015;15/01/2019;16,1;9,39
60020;15/01/2019;21;14,5
8001;16/01/2019;13,1;10,1
8008;16/01/2019;9,5;-0,89
8015;16/01/2019;12,39;3
8023;16/01/2019;13,19;6,3
8025;16/01/2019;14,8;1,79
8032;16/01/2019;2,59;-5,69
8042;16/01/2019;9,89;5,8
8048;16/01/2019;9,1;1
8055;16/01/2019;-0,1;-4,9
8075;16/01/2019;5,69;-5,9
8085;16/01/2019;8,39;-2,9
8091;16/01/2019;14,69;-1,2
8094;16/01/2019;9,3;0,1
8112;16/01/2019;11;-0,6
8117;16/01/2019;9,89;-1,29
8141;16/01/2019;4,3;-2,09
8148;16/01/2019;11,8;-5,3
8160;16/01/2019;5;0,69
8171;16/01/2019;7,5;-0,6
8175;16/01/2019;14,3;4,3
8181;16/01/2019;14,8;5,8
8184;16/01/2019;14,8;-2,2
8213;16/01/2019;9,19;0,2
8221;16/01/2019;11,5;-3,4
8231;16/01/2019;13,1;-2,59
8233;16/01/2019;14;-5,8
8235;16/01/2019;15,3;-5,19
8261;16/01/2019;9,1;2,7
8279;16/01/2019;12,69;-1,39
8285;16/01/2019;16,5;4,5
8306;16/01/2019;14,89;3,2
8330;16/01/2019;12,39;1,29
8348;16/01/2019;11,39;-1,7
8383;16/01/2019;17,29;4,09
8391;16/01/2019;17;3,09
8410;16/01/2019;16,5;3,59
8417;16/01/2019;9,5;5,69
8419;16/01/2019;13;-3,4
8430;16/01/2019;17,89;5,9
8451;16/01/2019;17,1;3,59
8452;16/01/2019;15,6;10,39
8482;16/01/2019;17,39;6,69
8487;16/01/2019;16,7;8,8
60015;16/01/2019;15,6;8,3
60020;16/01/2019;21,5;14,6
8001;17/01/2019;12,39;7,69
8008;17/01/2019;9,5;-0,3
8015;17/01/2019;9,3;3,79
8023;17/01/2019;11,39;7,4
8025;17/01/2019;11,6;6,09
8032;17/01/2019;8,19;-2
8042;17/01/2019;9,89;2
8048;17/01/2019;13;2,2
8055;17/01/2019;8;-3,59
8075;17/01/2019;7;-1
8085;17/01/2019;9,39;-0,4
8091;17/01/2019;8,19;-3,4
8094;17/01/2019;4;-0,8
8112;17/01/2019;4;-2,29
8117;17/01/2019;3,7;-4,8
8141;17/01/2019;8;0,8
8148;17/01/2019;7,3;-2,7
8160;17/01/2019;10;-0,69
8171;17/01/2019;5,19;3,2
8175;17/01/2019;12,19;2,59
8181;17/01/2019;15,8;7,8
8184;17/01/2019;14,6;2,4
8213;17/01/2019;4,59;1,39
8221;17/01/2019;8,19;0,5
8231;17/01/2019;8,5;-0,4
8233;17/01/2019;5,5;-3,2
8235;17/01/2019;6;-2,59
8261;17/01/2019;11,3;2,2
8279;17/01/2019;9,1;0
8285;17/01/2019;14;5,69
8306;17/01/2019;17;9
8330;17/01/2019;14,1;5,59
8348;17/01/2019;9,1;0,6
8383;17/01/2019;17;5,69
8391;17/01/2019;15,39;5,19
8410;17/01/2019;14,19;0,8
8417;17/01/2019;10,69;4,5
8419;17/01/2019;12,39;-3,09
8430;17/01/2019;15;4,5
8451;17/01/2019;16,2;5
8452;17/01/2019;15,19;8,89
8482;17/01/2019;17,7;7,9
8487;17/01/2019;17,29;8,69
60015;17/01/2019;14,5;9,3
60020;17/01/2019;20,79;14,69
8001;18/01/2019;11,8;7,59
8008;18/01/2019;5,9;0,1
8015;18/01/2019;9,8;3,59
8023;18/01/2019;11,3;7,19
8025;18/01/2019;10,5;4,09
8032;18/01/2019;5,69;-4,9
8042;18/01/2019;7,09;1,79
8048;18/01/2019;7,19;0,69
8055;18/01/2019;3;-3,5
8075;18/01/2019;2,4;-2,7
8085;18/01/2019;7;-0,5
8091;18/01/2019;3,79;-4,5
8094;18/01/2019;4,4;-3,9
8112;18/01/2019;3;-4,09
8117;18/01/2019;1,89;-7,3
8141;18/01/2019;4;-2,09
8148;18/01/2019;5,59;-3,2
8160;18/01/2019;9,39;4,4
8171;18/01/2019;5,4;0,6
8175;18/01/2019;11,19;0,2
8181;18/01/2019;10,3;5,59
8184;18/01/2019;10,8;3
8213;18/01/2019;5,3;-2,29
8221;18/01/2019;8,39;-3,4
8231;18/01/2019;8,1;-3,5
8233;18/01/2019;6,69;-7,09
8235;18/01/2019;7,09;-5,59
8261;18/01/2019;8,69;-2,4
8279;18/01/2019;10,3;-1,79
8285;18/01/2019;15;4,9
8306;18/01/2019;12,69;4,9
8330;18/01/2019;12,89;-0,89
8348;18/01/2019;10,19;-0,2
8383;18/01/2019;16,7;4,69
8391;18/01/2019;16;2,09
