ID_OBS;FECHA;TRMax;TRMin
8042;28/07/2017;25,39;14,6
8042;29/07/2017;21,5;17,29
8042;30/07/2017;21,1;14,5
8042;31/07/2017;22,79;12
8042;01/08/2017;24,29;9,39
8042;02/08/2017;24,39;10,5
8042;03/08/2017;25,2;17,5
8042;04/08/2017;21,6;16
8042;05/08/2017;20,39;13,8
8042;06/08/2017;24,29;13,39
8042;07/08/2017;18,89;12,5
8042;08/08/2017;21,29;10,8
8042;10/08/2017;23,2;9,5
8042;11/08/2017;26,7;9,89
8042;12/08/2017;27,6;11
8042;13/08/2017;32;11,5
8042;14/08/2017;26,79;15,5
8042;15/08/2017;24,79;14,19
8042;16/08/2017;26,6;12,8
8042;17/08/2017;28,79;17,6
8042;18/08/2017;26,29;15,89
8042;19/08/2017;25,7;13,39
8042;20/08/2017;33,29;13,1
8042;21/08/2017;36,2;18,89
8042;22/08/2017;30,1;14,5
8042;23/08/2017;25,29;14,6
8042;24/08/2017;24,6;15,39
8042;25/08/2017;24,5;14,89
8042;26/08/2017;28,5;14,19
8042;27/08/2017;27,1;13,1
8042;28/08/2017;28,39;13,19
8042;29/08/2017;23,2;17,1
8042;30/08/2017;18,79;13,5
8042;31/08/2017;21,29;11,89
8042;01/09/2017;21,6;10,1
8042;02/09/2017;26,7;9,5
8042;03/09/2017;23;13
8042;04/09/2017;22,39;16
8042;05/09/2017;26,2;15,8
8042;06/09/2017;23,29;13,1
8042;07/09/2017;22,6;10,8
8042;08/09/2017;23,39;8,8
8042;09/09/2017;20;10,89
8042;10/09/2017;18,6;9,6
8042;11/09/2017;21,5;13,89
8042;12/09/2017;20,2;13,5
8042;13/09/2017;20,5;15,69
8042;14/09/2017;19;10
8042;15/09/2017;17,7;7,8
8042;16/09/2017;18;5,59
8042;17/09/2017;17,89;8,19
8042;18/09/2017;18,89;11,3
8042;19/09/2017;21,2;11,3
8042;20/09/2017;23,29;7
8042;21/09/2017;14,89;11,39
8042;22/09/2017;20,79;10,1
8042;23/09/2017;20;11,69
8042;24/09/2017;17,7;8,3
8042;25/09/2017;21,1;12,1
8042;26/09/2017;22,79;9,69
8042;27/09/2017;23;11,3
8042;28/09/2017;23,29;13,5
8042;29/09/2017;20,79;12,89
8042;30/09/2017;19,79;11,39
8042;01/10/2017;24,1;14,39
8042;02/10/2017;28;13,5
8042;03/10/2017;25;14
8042;04/10/2017;27,39;13,3
8042;05/10/2017;26,6;12,6
8042;06/10/2017;26,79;11,69
8042;07/10/2017;28,79;12,1
8042;08/10/2017;29,1;8,3
8042;09/10/2017;26,79;8,89
8042;10/10/2017;28,6;6,3
8042;11/10/2017;22;7,5
8042;12/10/2017;26,39;5,5
8042;13/10/2017;22,5;9,6
8042;14/10/2017;26,7;8
8042;15/10/2017;28,6;17,39
8042;16/10/2017;21,79;11,3
8042;17/10/2017;17,89;10,89
8042;18/10/2017;15,19;9,19
8042;19/10/2017;15,5;8,6
8042;20/10/2017;18,5;13,3
8042;21/10/2017;16,7;7,8
8042;22/10/2017;15,5;5,3
8042;23/10/2017;20,6;4,09
8042;24/10/2017;24,29;9,19
8042;25/10/2017;24,5;9,39
8042;26/10/2017;23;11,5
8042;27/10/2017;26,89;12,6
8042;28/10/2017;23,79;11,5
8042;29/10/2017;19,7;9,19
8042;30/10/2017;17,7;9,69
8042;31/10/2017;19,6;7
8042;01/11/2017;17,6;10,5
8042;02/11/2017;16,79;11,19
8042;03/11/2017;15,19;10,3
8042;04/11/2017;15,8;9,3
8042;05/11/2017;12,6;5
8042;06/11/2017;14,5;3
8042;07/11/2017;11,1;2
8042;08/11/2017;12,1;3,59
8042;09/11/2017;10,3;4,19
8042;10/11/2017;14,5;9,39
8042;11/11/2017;14,3;9,8
8042;12/11/2017;13,5;10
8042;13/11/2017;13,6;6
8042;14/11/2017;15;3,5
8042;15/11/2017;16,79;4,9
8042;16/11/2017;16,29;1,29
8042;17/11/2017;16,89;3,09
8042;18/11/2017;18,7;5,4
8042;19/11/2017;19,39;6,9
8042;20/11/2017;17,1;3
8042;21/11/2017;17,6;6,8
8042;22/11/2017;18,5;9,39
8042;23/11/2017;16,5;12,89
8042;24/11/2017;13,39;9,19
8042;25/11/2017;11,69;4,8
8042;26/11/2017;12,19;3,09
8042;27/11/2017;12,8;2,59
8042;28/11/2017;11,69;-2,79
8042;29/11/2017;8,89;1
8042;30/11/2017;9,39;-1,5
8042;01/12/2017;8,8;0,6
8042;02/12/2017;9,8;-1,39
8042;03/12/2017;11,6;1,5
8042;04/12/2017;12,8;1,39
8042;05/12/2017;11,69;2
8042;06/12/2017;10,5;1,29
8042;07/12/2017;11;6,9
8042;08/12/2017;12,39;9,5
8042;09/12/2017;13,39;8,8
8042;10/12/2017;13,69;7,9
8042;11/12/2017;8,39;2,4
8042;12/12/2017;8,69;0,89
8042;13/12/2017;13,1;7,3
8042;14/12/2017;12,8;8,69
8042;15/12/2017;9,8;3,2
8042;16/12/2017;9,6;0,6
8042;17/12/2017;9,8;-2,29
8042;18/12/2017;11,89;-1,1
8042;19/12/2017;13,8;5,4
8042;20/12/2017;14,39;0,69
8042;21/12/2017;15,8;1,7
8042;22/12/2017;14,89;2,09
8042;23/12/2017;13,5;4,5
8042;24/12/2017;13,5;4,5
8042;25/12/2017;10,8;4,69
8042;26/12/2017;11,69;4,09
8042;27/12/2017;9,6;6
8042;28/12/2017;12;7,8
8042;29/12/2017;13,8;10,1
8042;30/12/2017;13,69;11,89
8042;31/12/2017;12,3;6,9
8042;01/01/2018;11,69;8
8042;02/01/2018;14,3;11,5
8042;03/01/2018;13,8;12,89
8042;04/01/2018;13,1;11
8042;05/01/2018;12;2,2
8042;06/01/2018;7,4;-1,39
8042;07/01/2018;7,9;1,1
8042;08/01/2018;9,6;5,3
8042;09/01/2018;9,8;5,8
8042;10/01/2018;9,69;4,8
8042;11/01/2018;9,5;3,5
8042;12/01/2018;9,5;2
8042;13/01/2018;9,69;2,9
8042;14/01/2018;9,39;0
8042;15/01/2018;9,19;-0,2
8042;16/01/2018;11;9,3
8042;17/01/2018;11,19;3,09
8042;18/01/2018;8,1;0,2
8042;19/01/2018;12,3;5,09
8042;20/01/2018;10,6;4,09
8042;21/01/2018;11,69;10,5
8042;22/01/2018;11,39;9,69
8042;23/01/2018;12,39;9,89
8042;24/01/2018;10,3;7,5
8042;25/01/2018;9,5;4
8042;26/01/2018;8,39;2,9
8042;27/01/2018;9,19;2,59
8042;28/01/2018;14,8;5,8
8042;29/01/2018;16,6;1,89
8042;30/01/2018;16,5;0,89
8042;31/01/2018;9,1;1,6
8042;01/02/2018;8,19;1,89
8042;02/02/2018;7,69;0,3
8042;03/02/2018;8,5;1,39
8042;04/02/2018;6,8;0,69
8042;05/02/2018;6,69;1,79
8042;06/02/2018;7,5;-0,89
8042;07/02/2018;5,5;-0,4
8042;08/02/2018;8;-2,09
8042;09/02/2018;9,39;1,29
8042;10/02/2018;8,69;2
8042;11/02/2018;11;3,2
8042;12/02/2018;6,59;-0,5
8042;13/02/2018;9,89;1,39
8042;14/02/2018;12,1;9,3
8042;15/02/2018;12,8;11,6
8042;16/02/2018;11,6;6,69
8042;17/02/2018;11,89;2,9
8042;18/02/2018;13,19;1
8042;19/02/2018;11;6,9
8042;20/02/2018;13,89;5,8
8042;21/02/2018;11,8;4,3
8042;22/02/2018;12,8;0,69
8042;24/02/2018;13,69;0,2
8042;25/02/2018;16,89;1,5
8042;26/02/2018;17,1;2,9
8042;27/02/2018;9,69;-0,8
8042;28/02/2018;7;-1,2
8042;01/03/2018;10,1;3
8042;02/03/2018;9,3;0,5
8042;03/03/2018;9,89;5,5
8042;04/03/2018;10,69;4,09
8042;05/03/2018;10;5,3
8042;06/03/2018;8,6;3,29
8042;07/03/2018;9,89;1,89
8042;08/03/2018;11,8;5,5
8042;09/03/2018;15,5;10,6
8042;10/03/2018;12,8;6,5
8042;11/03/2018;10,5;6,9
8042;12/03/2018;10,8;4,8
8042;13/03/2018;14,3;4,5
8042;14/03/2018;12,6;6,19
8042;15/03/2018;8,69;4,69
8042;16/03/2018;8,8;3,59
8042;17/03/2018;10,3;1,7
8042;18/03/2018;10,5;1,1
8042;19/03/2018;8,1;3,59
8042;20/03/2018;9;2,5
8042;21/03/2018;12;1
8042;22/03/2018;12,3;-0,69
8042;23/03/2018;11,39;4,4
8042;24/03/2018;10,3;4,09
8042;25/03/2018;11;3
8042;26/03/2018;11,5;3,09
8042;27/03/2018;13,5;8,6
8042;28/03/2018;11,19;4,09
8042;29/03/2018;9,6;3,79
8042;30/03/2018;7;2,4
8042;31/03/2018;11,1;3,4
8042;01/04/2018;15,69;7,09
8042;02/04/2018;13,39;8,39
8042;03/04/2018;12,8;5,59
8042;04/04/2018;12,6;6,69
8042;05/04/2018;16;5,3
8042;06/04/2018;11,1;5
8042;07/04/2018;12,5;5,3
8042;08/04/2018;12,39;5,8
8042;09/04/2018;13,8;5,59
8042;10/04/2018;10,19;3,09
8042;11/04/2018;12,69;-0,6
8042;12/04/2018;11,89;6,3
8042;13/04/2018;12;6
8042;14/04/2018;14,1;5,09
8042;15/04/2018;13;6,09
8042;16/04/2018;15;5,19
8042;17/04/2018;19,29;-11,69
8042;18/04/2018;23,29;8,3
8042;19/04/2018;23,29;8,39
8042;20/04/2018;25,7;8,6
8042;21/04/2018;23,7;11
8042;22/04/2018;22,2;10
8042;23/04/2018;23,5;9,69
8042;24/04/2018;22,5;9,6
8042;25/04/2018;15,89;7,59
8042;26/04/2018;20,39;6
8042;27/04/2018;14,39;7,69
8042;28/04/2018;14,19;3,59
8042;29/04/2018;9,8;4,19
8042;30/04/2018;12,8;3,79
8042;01/05/2018;13,39;1,29
8042;02/05/2018;11,6;7,5
8042;03/05/2018;16;6,9
8042;04/05/2018;20,2;5,3
8042;05/05/2018;23,79;5,9
8042;06/05/2018;27,2;8,6
8042;07/05/2018;27,5;10,5
8042;08/05/2018;20,29;10,69
8042;09/05/2018;15,69;10,19
8042;10/05/2018;20,79;6,9
8042;11/05/2018;12,69;7
8042;12/05/2018;12,3;5,59
8042;13/05/2018;12,8;6,3
8042;14/05/2018;16,2;8,89
8042;15/05/2018;18,7;6,3
8042;16/05/2018;20,5;9,6
8042;17/05/2018;23,2;8,1
8042;18/05/2018;24;8,69
8042;19/05/2018;26,5;11,1
8042;20/05/2018;26,6;8,6
8042;21/05/2018;21,6;8,6
8042;22/05/2018;26,29;11,19
8042;23/05/2018;23,79;10
8042;24/05/2018;26,39;11,3
8042;25/05/2018;15,5;12
8042;26/05/2018;16,39;11,89
8042;27/05/2018;18,1;9,89
8042;28/05/2018;19,39;10,1
8042;29/05/2018;17,2;11,6
8042;30/05/2018;15,1;11
8042;31/05/2018;16,39;10,8
8042;01/06/2018;19,7;9,89
8042;02/06/2018;21,29;10,5
8042;03/06/2018;14,69;9,5
8042;04/06/2018;13,5;9,39
8042;05/06/2018;13,39;8,89
8042;06/06/2018;16,7;12,3
8042;07/06/2018;15,19;11,3
8042;08/06/2018;17,7;10,1
8042;09/06/2018;13,1;10,19
8042;10/06/2018;18,1;11,3
8042;11/06/2018;15,6;10,3
8042;12/06/2018;16,39;11,39
8042;13/06/2018;19,7;10,69
8042;14/06/2018;24,29;10,6
8042;15/06/2018;17,89;11,3
8042;16/06/2018;22,29;10,69
8042;17/06/2018;24,89;11,6
8042;18/06/2018;26,39;14,3
8042;19/06/2018;30,39;12,6
8042;20/06/2018;30,39;15,5
8042;21/06/2018;28;15,19
8042;22/06/2018;28;15,6
8042;23/06/2018;33,4;15,39
8042;24/06/2018;32,7;18,6
8042;25/06/2018;19,2;15,19
8042;26/06/2018;18,79;14,3
8042;27/06/2018;20,5;12,19
8042;28/06/2018;21,1;12,6
8042;29/06/2018;28,6;14,19
8042;30/06/2018;22,1;14,89
8042;01/08/2018;27,1;11,69
8042;02/08/2018;36,09;16
8042;03/08/2018;36,2;21,39
8042;04/08/2018;32,4;18,1
8042;05/08/2018;35;18,89
8042;06/08/2018;25,29;15,89
8042;07/08/2018;20,7;15,1
8042;08/08/2018;21,39;12,1
8042;09/08/2018;20,79;11,3
8042;10/08/2018;23,2;9,6
8042;11/08/2018;28,79;11,6
8042;12/08/2018;20,6;12,3
8042;13/08/2018;21,29;14,1
8042;14/08/2018;27,79;13,39
8042;15/08/2018;30,39;14,5
8042;16/08/2018;23,2;15,19
8042;17/08/2018;21,5;13,3
8042;18/08/2018;27,89;11,6
8042;19/08/2018;30,89;13,39
8042;20/08/2018;31,39;14,1
8042;21/08/2018;33,4;15,5
8042;22/08/2018;31,79;15,6
8042;23/08/2018;27,2;16
8042;24/08/2018;23,5;13,19
8042;25/08/2018;22,5;12,1
8042;26/08/2018;27,2;11,6
8042;27/08/2018;27,7;16,5
8042;28/08/2018;24,29;15,5
8042;29/08/2018;21,5;12
8042;30/08/2018;23,89;10,6
8042;31/08/2018;28,5;12,8
8042;01/09/2018;33;15
8042;02/09/2018;33,29;20,29
8042;03/09/2018;27,7;15,5
8042;04/09/2018;21,7;15,69
8042;05/09/2018;21,7;15,3
8042;06/09/2018;21,89;14,3
8042;07/09/2018;26,6;13,19
8042;08/09/2018;28,79;14
8042;09/09/2018;26,5;12,89
8042;10/09/2018;29,2;13,19
8042;11/09/2018;32,2;12,6
8042;12/09/2018;27;13,6
8042;13/09/2018;26;13,89
8042;14/09/2018;25,7;14
8042;15/09/2018;28,29;13,39
8042;16/09/2018;24,79;14,19
8042;17/09/2018;26,1;13,1
8042;18/09/2018;22;13,1
8042;19/09/2018;24,79;10,89
8042;20/09/2018;22,2;9,89
8042;21/09/2018;20,79;16,2
8042;22/09/2018;28,2;12,6
8042;23/09/2018;26,29;14
8042;24/09/2018;22,6;11,8
8042;25/09/2018;25,5;10,6
8042;26/09/2018;30,1;13,5
8042;27/09/2018;26,39;15,3
8042;28/09/2018;26,1;14,6
8042;29/09/2018;30;14,39
8042;30/09/2018;26;12,69
8048;01/07/2017;25,79;7,4
8048;02/07/2017;33,79;10,8
8048;03/07/2017;37,29;15,6
8048;04/07/2017;39,09;16,7
8048;05/07/2017;26,5;18,39
8048;06/07/2017;28,1;18,39
8048;07/07/2017;32,9;16,6
8048;08/07/2017;31,79;18,7
8048;09/07/2017;26,7;20,2
8048;10/07/2017;28,1;17,7
8048;11/07/2017;32,29;12,3
8048;12/07/2017;35,79;20,2
8048;13/07/2017;33,29;19,1
8048;14/07/2017;34,4;18,79
8048;15/07/2017;36,59;14,6
8048;16/07/2017;39,4;15,8
8048;17/07/2017;36,9;17,7
8048;18/07/2017;30,29;13,19
8048;19/07/2017;26,6;18,39
8048;20/07/2017;26,79;16,5
8048;21/07/2017;27,29;10
8048;22/07/2017;27,79;15,89
8048;23/07/2017;30,79;11,89
8048;24/07/2017;29,39;18,39
8048;25/07/2017;31,7;14,6
8048;26/07/2017;35,59;13,5
8048;27/07/2017;32,2;14,5
8048;28/07/2017;32,2;17,39
8048;29/07/2017;32;19,29
8048;30/07/2017;28,39;16,89
8048;31/07/2017;28,29;15,69
8048;01/08/2017;30;15,5
8048;02/08/2017;32,7;11,19
8048;03/08/2017;32,4;18,79
8048;04/08/2017;32,4;22,2
8048;05/08/2017;28,7;18,6
8048;06/08/2017;31,89;13
8048;07/08/2017;26,79;13,8
8048;08/08/2017;26,89;12,1
8048;09/08/2017;25,2;9,89
8048;10/08/2017;29,2;8,8
8048;11/08/2017;33,5;9,8
8048;12/08/2017;36,09;12,3
8048;13/08/2017;37,7;13,5
8048;14/08/2017;34,09;15,5
8048;15/08/2017;31,7;18,7
8048;16/08/2017;33,79;12,3
8048;17/08/2017;35,29;18
8048;18/08/2017;33,2;17
8048;19/08/2017;34,29;17,89
8048;20/08/2017;38,9;13,39
8048;21/08/2017;41;16,6
8048;22/08/2017;38;16,29
8048;23/08/2017;36,9;19,6
8048;24/08/2017;31,89;17,6
8048;25/08/2017;32,79;16,7
8048;26/08/2017;32,09;15,5
8048;27/08/2017;31,1;14,3
8048;28/08/2017;30,2;14,69
8048;29/08/2017;29,2;17,39
8048;30/08/2017;23,29;17,89
8048;31/08/2017;27;13,1
8048;01/09/2017;27,1;10,3
8048;02/09/2017;30,29;9,19
8048;03/09/2017;30,79;14
8048;04/09/2017;28,7;18,89
8048;05/09/2017;31,79;16,79
8048;06/09/2017;29,2;17,6
8048;07/09/2017;30,2;11
8048;08/09/2017;29,6;9,8
8048;09/09/2017;23,79;14,1
8048;10/09/2017;25,39;10,19
8048;11/09/2017;27,2;17,5
8048;12/09/2017;25,5;15,8
8048;13/09/2017;29,39;13,5
8048;14/09/2017;24,5;13,89
8048;15/09/2017;21,79;7,8
8048;16/09/2017;22,39;5,5
8048;17/09/2017;22,39;5,3
8048;18/09/2017;22,7;13,39
8048;19/09/2017;26,79;12,69
8048;20/09/2017;29,39;9,5
8048;22/09/2017;27,2;15,69
8048;23/09/2017;27,1;10,6
8048;24/09/2017;25,2;9,1
8048;25/09/2017;25,79;12,8
8048;26/09/2017;27,39;8,19
8048;27/09/2017;29,39;9,1
8048;28/09/2017;30,6;12,19
8048;29/09/2017;25,7;10,6
8048;30/09/2017;25,1;16,6
8048;01/10/2017;29,39;15,69
8048;02/10/2017;34,9;13,89
8048;03/10/2017;32;16,7
8048;08/10/2017;33,09;7,19
8048;09/10/2017;32,2;6,4
8048;10/10/2017;32,7;5,4
8048;11/10/2017;29,79;4,09
8048;12/10/2017;31,7;5,8
8048;13/10/2017;30,2;6,9
8048;14/10/2017;31,1;6,19
8048;15/10/2017;31,2;12,39
8048;16/10/2017;26;15,89
8048;17/10/2017;22,6;13,69
8048;18/10/2017;19,2;9,69
8048;19/10/2017;15,89;8,89
8048;20/10/2017;24,5;10,69
8048;21/10/2017;19,79;8,1
8048;22/10/2017;20,39;5,69
8048;23/10/2017;24,5;4,5
8048;24/10/2017;28,79;5
8048;25/10/2017;28,7;4,8
8048;26/10/2017;27,7;7,69
8048;27/10/2017;28,89;8
8048;28/10/2017;27,2;8,3
8048;29/10/2017;24,39;7,19
8048;30/10/2017;23,6;5,9
8048;31/10/2017;23,79;4,5
8048;01/11/2017;16,5;5,4
8048;02/11/2017;17,6;10,89
8048;03/11/2017;16,1;10,89
8048;04/11/2017;18,5;11,8
8048;05/11/2017;16;6
8048;06/11/2017;18,7;3,2
8048;07/11/2017;11;3,2
8048;08/11/2017;14,89;3,7
8048;09/11/2017;16,29;1,89
8048;10/11/2017;19,79;5,59
8048;11/11/2017;17,6;2,79
8048;12/11/2017;16,5;3,4
8048;13/11/2017;17,6;6,5
8048;14/11/2017;18,2;1,1
8048;15/11/2017;20,1;1,6
8048;16/11/2017;18,79;0,69
8048;17/11/2017;17,89;1,89
8048;18/11/2017;19,39;3,5
8048;19/11/2017;18,39;2
8048;20/11/2017;15,19;0
8048;21/11/2017;16,29;-1,6
8048;22/11/2017;21,89;0,8
8048;23/11/2017;21,5;11,69
8048;24/11/2017;14,39;12,69
8048;25/11/2017;15,89;6,19
8048;26/11/2017;16;0,1
8048;27/11/2017;14,19;0,6
8048;28/11/2017;11,69;0
8048;29/11/2017;12,19;-0,6
8048;30/11/2017;11,6;-2,29
8048;01/12/2017;12,19;0,3
8048;02/12/2017;11,5;-1,2
8048;03/12/2017;12,5;-1,79
8048;04/12/2017;12,39;-1,6
8048;05/12/2017;12,89;-2,29
8048;06/12/2017;7,9;-1,6
8048;07/12/2017;8,39;1
8048;08/12/2017;12,1;8,39
8048;09/12/2017;15,5;10,19
8048;10/12/2017;15,69;9,69
8048;11/12/2017;10,89;2,09
8048;12/12/2017;7,9;1,7
8048;13/12/2017;14,6;7,3
8048;14/12/2017;16,39;10,5
8048;15/12/2017;12,89;5,9
8048;16/12/2017;12,5;1,5
8048;17/12/2017;8,19;-0,3
8048;18/12/2017;9,19;0,1
8048;19/12/2017;17,29;4,9
8048;20/12/2017;7,5;2,4
8048;21/12/2017;12,8;2,09
8048;22/12/2017;11,1;0,89
8048;23/12/2017;11,89;0,1
8048;24/12/2017;12,3;0,4
8048;25/12/2017;13,19;3,59
8048;26/12/2017;13;4
8048;27/12/2017;12,1;7,8
8048;28/12/2017;12,6;8,5
8048;29/12/2017;18;8,5
8048;30/12/2017;17,7;12
8048;31/12/2017;14,8;5
8048;01/01/2018;15,5;4,5
8048;02/01/2018;18,5;12,3
8048;03/01/2018;19,2;15,19
8048;04/01/2018;17,6;13,1
8048;05/01/2018;14,5;4,9
8048;06/01/2018;7,09;2,2
8048;07/01/2018;10,1;1,7
8048;08/01/2018;12,19;2,7
8048;09/01/2018;9,89;3,5
8048;10/01/2018;12,69;4,8
8048;11/01/2018;12,5;3,4
8048;12/01/2018;10,39;1,1
8048;13/01/2018;11,89;5,9
8048;14/01/2018;9,3;4,09
8048;15/01/2018;10,1;1,2
8048;16/01/2018;15,19;10,1
8048;17/01/2018;15,39;3,59
8048;18/01/2018;12,5;1,39
8048;19/01/2018;15,69;3,9
8048;20/01/2018;9,3;1,1
8048;21/01/2018;15;9
8048;22/01/2018;15,89;11
8048;23/01/2018;15;6,09
8048;24/01/2018;13,5;4,9
8048;25/01/2018;13,69;3,9
8048;26/01/2018;11,8;3,2
8048;27/01/2018;12,39;3,09
8048;28/01/2018;17,5;5
8048;29/01/2018;19,29;0,4
8048;30/01/2018;17,2;-0,2
8048;31/01/2018;15,89;-0,3
8048;01/02/2018;11,8;3,29
8048;02/02/2018;10,5;1,39
8048;03/02/2018;8,19;1,2
8048;04/02/2018;9;2
8048;05/02/2018;9,6;2,9
8048;06/02/2018;8,1;-1,5
8048;07/02/2018;10,1;0,5
8048;08/02/2018;12,19;-2,2
8048;09/02/2018;11,69;2,2
8048;10/02/2018;9,39;1,39
8048;11/02/2018;13,39;5,69
8048;12/02/2018;11,3;0,4
8048;13/02/2018;11,89;0,1
8048;14/02/2018;17;10
8048;15/02/2018;17,39;12
8048;16/02/2018;14,6;11,19
8048;17/02/2018;15,69;5,4
8048;18/02/2018;17;0
8048;19/02/2018;15,5;7,59
8048;20/02/2018;17,7;4,9
8048;21/02/2018;16,2;2
8048;22/02/2018;16,7;-0,8
8048;23/02/2018;16,2;-0,6
8048;24/02/2018;17,39;-4
8048;25/02/2018;19,79;-3,4
8048;26/02/2018;20,29;-2,59
8048;27/02/2018;10,5;-0,5
8048;28/02/2018;6,8;1,39
8048;01/03/2018;11,89;5,8
8048;02/03/2018;12,6;0,6
8048;03/03/2018;11,39;4,5
8048;04/03/2018;13,5;4,5
8048;08/03/2018;15,5;8
8048;09/03/2018;17;9,5
8048;10/03/2018;17,2;9,1
8048;11/03/2018;13,69;8,89
8048;12/03/2018;14,69;7,3
8048;13/03/2018;19,6;7,3
8048;14/03/2018;14,8;7,4
8048;15/03/2018;11;6,09
8048;16/03/2018;11,5;4,9
8048;17/03/2018;14,39;5,19
8048;18/03/2018;13,3;5,4
8048;19/03/2018;12,19;6,19
8048;20/03/2018;10,5;4,09
8048;21/03/2018;15,6;-1,39
8048;22/03/2018;19;-1,6
8048;23/03/2018;15,6;6,9
8048;24/03/2018;12,3;5,8
8048;25/03/2018;14,5;4,8
8048;26/03/2018;16,1;4
8048;27/03/2018;22,5;8,39
8048;28/03/2018;14,8;8,69
8048;29/03/2018;13,39;4,09
8048;30/03/2018;9,5;3,2
8048;31/03/2018;14,8;4,09
8048;01/04/2018;19,1;9,8
8048;02/04/2018;17,89;10,69
8048;03/04/2018;16,2;8,6
8048;04/04/2018;16,39;8,6
8048;05/04/2018;21,2;5,69
8048;06/04/2018;13,69;5,4
8048;07/04/2018;16,89;4,8
8048;08/04/2018;17,39;7,19
8048;09/04/2018;16,79;6,3
8048;10/04/2018;12,3;4,3
8048;11/04/2018;13,8;2,4
8048;12/04/2018;13,89;8,3
8048;13/04/2018;16,2;7,59
8048;14/04/2018;19,89;8,3
8048;15/04/2018;17,1;10
8048;16/04/2018;20,89;5,8
8048;17/04/2018;25,39;7,4
8048;18/04/2018;29,5;7,09
8048;19/04/2018;29,7;8,1
8048;20/04/2018;27,89;9,1
8048;21/04/2018;25,39;9,5
8048;22/04/2018;27,29;10,69
8048;23/04/2018;29,39;12,3
8048;24/04/2018;32,2;10,5
8048;25/04/2018;23,89;13,1
8048;26/04/2018;27;9,5
8048;27/04/2018;20,1;11,3
8048;28/04/2018;19,1;6,19
8048;29/04/2018;11,69;5,4
8048;30/04/2018;16,7;4,4
8048;01/05/2018;19,5;1,39
8048;02/05/2018;15,39;9
8048;03/05/2018;19,89;11,1
8048;04/05/2018;24,29;4,8
8048;05/05/2018;29,1;5,8
8048;06/05/2018;30,5;9,39
8048;07/05/2018;31,6;12,69
8048;08/05/2018;26,2;12,8
8048;09/05/2018;22,5;13,6
8048;10/05/2018;27,2;9,89
8048;11/05/2018;20,29;10
8048;12/05/2018;17,29;7,4
8048;13/05/2018;16,1;6,59
8048;14/05/2018;22,89;10,69
8048;15/05/2018;25,2;4,19
8048;16/05/2018;27;6,8
8048;17/05/2018;27,7;8,19
8048;18/05/2018;28,79;8,89
8048;19/05/2018;30,1;13,1
8048;20/05/2018;30;9
8048;21/05/2018;28;10,6
8048;22/05/2018;30,7;9,8
8048;23/05/2018;28,5;12,8
8048;24/05/2018;26,79;13,39
8048;01/06/2018;23;11,5
8048;02/06/2018;26,29;11,5
8048;03/06/2018;21,79;13,8
8048;04/06/2018;17,7;12,69
8048;05/06/2018;16,1;12,69
8048;06/06/2018;20,79;13,6
8048;07/06/2018;19;14,39
8048;08/06/2018;20,2;12,89
8048;09/06/2018;19,2;10
8048;10/06/2018;22,6;12,69
8048;11/06/2018;21,89;13,6
8048;12/06/2018;24;15,69
8048;13/06/2018;24,89;10,19
8048;14/06/2018;29,29;10,6
8048;15/06/2018;27;14,6
8048;16/06/2018;29,29;13,3
8048;17/06/2018;31;16,89
8048;18/06/2018;32,7;13,39
8048;19/06/2018;34,59;14,5
8048;20/06/2018;34,2;17,39
8048;21/06/2018;33,09;18,39
8048;22/06/2018;31,6;17,5
8048;23/06/2018;36,59;17,6
8048;24/06/2018;37,59;19,29
8048;25/06/2018;30,1;19,79
8048;26/06/2018;22,89;18,1
8048;27/06/2018;27,89;17,39
8048;28/06/2018;29,29;16,29
8048;29/06/2018;30,39;15,5
8048;30/06/2018;22,89;17,5
8048;01/08/2018;35,4;17,1
8048;02/08/2018;41,59;16,79
8048;03/08/2018;41,7;21,29
8048;04/08/2018;40;21,7
8048;05/08/2018;40,2;19,29
8048;06/08/2018;35,4;18,7
8048;07/08/2018;28,29;17,2
8048;08/08/2018;28,6;13,6
8048;09/08/2018;26,5;14,69
8048;10/08/2018;31,89;9,89
8048;11/08/2018;35;12,3
8048;12/08/2018;29,2;14
8048;13/08/2018;28,1;17,29
8048;14/08/2018;34,79;14,8
8048;15/08/2018;36,79;14,89
8048;16/08/2018;31,29;18,2
8048;17/08/2018;28,7;18,2
8048;18/08/2018;33,59;12,6
8048;19/08/2018;36,2;13,19
8048;20/08/2018;36,79;14,5
8048;21/08/2018;37,59;16,2
8048;22/08/2018;37,59;16,2
8048;23/08/2018;34,9;17,2
8048;24/08/2018;31,39;15,89
8048;25/08/2018;28,89;17,1
8048;26/08/2018;34,09;12
8048;27/08/2018;36;14,8
8048;28/08/2018;30,5;18,7
8048;29/08/2018;29,7;18,7
8048;30/08/2018;30,7;18,5
8048;31/08/2018;35;13,5
8048;01/09/2018;38,09;14,89
8048;02/09/2018;38;17,7
8048;03/09/2018;32,2;19,29
8048;04/09/2018;29,7;18,39
8048;05/09/2018;27,2;17
8048;06/09/2018;28,39;16,79
8048;07/09/2018;31,79;13,1
8048;08/09/2018;32,4;13,39
8048;09/09/2018;29,89;14,89
8048;10/09/2018;33,4;14,3
8048;11/09/2018;34,9;13,39
8048;12/09/2018;34,29;15
8048;13/09/2018;32,09;16,79
